SMILES,LogS
Nc1ccc(Cl)cc1,-1.66
CCCC(C)(COC(N)=O)COC(N)=O,-1.67
CC(=O)OC1CCCCC1,-1.67
O=C([O-])c1cccc([N+](=O)[O-])c1,-1.68
BrCCBr,-1.68
COc1c(Cl)ccc(Cl)c1C(=O)[O-],-1.7
FC(F)(F)C(Cl)Br,-1.71
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.71
O=C1C=CC(O)(c2cc(O)ccc2O)C=C1,-1.73
O=[N+]([O-])c1ccccc1[O-],-1.74
ClC(Cl)C(Cl)Cl,-1.74
Cc1ccc(S(N)(=O)=O)cc1,-1.74
CCCCC(=O)OCC,-1.75
CSc1ncc2nccnc2n1,-1.76
NC(=O)c1ccccc1O,-1.76
CC[NH+](CC)CC(=O)Nc1c(C)cccc1C,-1.76
CC=CC=CC(=O)[O-],-1.77
NC(=S)Nc1ccccc1,-1.77
O=C1CSC(=S)N1,-1.77
COC(=O)c1ccc(O)cc1,-1.78
CCCOC(=O)c1cc(O)c(O)c(O)c1,-1.78
CC(=O)Nc1ccc(F)cc1,-1.78
O=[N+]([O-])c1ccccc1,-1.8
CNC(=O)Oc1cccc(C)c1,-1.8
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,-1.83
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)[O-],-1.84
C1CC[NH+]2CC3CC(C[NH+]4CCCCC34)C2C1,-1.89
CCCCCOC(C)=O,-1.89
CCOC(=O)C1(c2ccccc2)CC[NH+](C)CC1,-1.89
COc1ccc2c(c1OC)C(=O)OC2,-1.89
ClC(Br)Br,-1.9
BrC(Br)Br,-1.91
C[NH+]1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,-1.91
CC(=O)Nc1ccc(OC(C)=O)cc1,-1.91
CCCOC(=O)CCC,-1.92
COc1ccc(C=O)c(C(=O)[O-])c1OC,-1.92
CCCCCCOC(N)=O,-1.92
CCC(=O)Nc1ccccc1,-1.92
CC(=O)OCCC(C)C,-1.92
O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,-1.93
OC(c1ccccc1)C(O)c1ccccc1,-1.93
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,-1.95
COc1ccccc1[N+](=O)[O-],-1.96
CC(Cl)(Cl)Cl,-2.0
Cc1ccccc1S(N)(=O)=O,-2.02
CNC(=O)Oc1ccccc1OC(C)C,-2.05
CC(=O)c1ccc(S(=O)(=O)[N-]C(=O)NC2CCCCC2)cc1,-2.06
C=C(C(=O)[O-])c1ccccc1,-2.06
Cc1ccccc1C(=O)[O-],-2.06
OC1CCN2C1=[NH+]c1ccccc1C2O,-2.07
O=C([O-])Cc1c[nH]c2ccccc12,-2.07
CC(=O)Nc1cccc(C)c1,-2.09
Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,-2.09
COc1cc2c(cc1OC)C13CC[NH+]4CC5=CCOC6CC(=O)N2C1C6C5CC43,-2.09
OCc1c(Cl)cccc1Cl,-2.1
CN1CSC(=S)N(C)C1,-2.13
Cc1cccc(C(=O)[O-])c1,-2.14
O=c1ccc2ccccc2[nH]1,-2.14
CC(C)CNC(=O)N1CCNC1=O,-2.15
O=C([O-])COc1ccccc1Cl,-2.16
Oc1ccc2ncccc2c1,-2.16
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,-2.17
CCOc1ccc(NC(N)=O)cc1,-2.17
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.18
CCCCNC(=O)[N-]S(=O)(=O)c1ccc(N)cc1,-2.18
ClCC(Cl)(Cl)Cl,-2.18
O=[N+]([O-])c1ccc(C=N[O-])o1,-2.19
Nc1cccc([N+](=O)[O-])c1,-2.19
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.21
O=C([O-])C(O)(c1ccccc1)c1ccccc1,-2.21
CC(Oc1ccccc1Cl)C(=O)[O-],-2.22
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],-2.22
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.23
Cc1cc(Cl)ccc1OCC(=O)[O-],-2.23
Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)nc(C)n1,-2.24
O=c1cc[nH]c(=S)[nH]1,-2.26
CCCCCCCC(=O)[O-],-2.3
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,-2.3
Fc1cc(F)c(F)c(F)c1,-2.31
ClC(Cl)(Cl)Cl,-2.31
CCOC(=O)c1ccccc1,-2.32
Nc1ccc(S(=O)(=O)[N-]c2ccnn2-c2ccccc2)cc1,-2.32
CCCOC(=O)c1ccc(N)cc1,-2.33
NNC(=O)Nc1ccccc1,-2.33
[O-]c1c(Cl)cc(Cl)cc1Cl,-2.34
CCC1(c2ccccc2)CCC(=O)NC1=O,-2.34
CCOC(=O)c1ccccc1C(=O)OCC,-2.35
CN(C)C(=O)NC1CCCCCCC1,-2.36
CSc1ncnc2nccnc12,-2.36
CCOc1ccc(NC(C)=O)cc1,-2.37
ClCC(Br)CBr,-2.38
N#Cc1ccccc1C#N,-2.38
CCCC(Cl)Cl,-2.4
COC(=O)c1ccc(OC)cc1,-2.41
COc1ccc([N+](=O)[O-])cc1,-2.41
Cc1cc(=O)[nH]c(=S)[nH]1,-2.43
Nc1ccc(S(=O)(=O)[N-]c2nccs2)cc1,-2.43
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.43
Cc1cccc([N+](=O)[O-])c1,-2.44
Cc1nc([N-]S(=O)(=O)c2ccc(N)cc2)oc1C,-2.44
CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-],-2.45
Nc1cc(Cl)cc(C(=O)[O-])c1Cl,-2.47
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,-2.48
O=C([O-])C=Cc1ccccc1,-2.48
CC(C)N(C(=O)CCl)c1ccccc1,-2.48
O=C([O-])COc1ccc(Cl)cc1Cl,-2.51
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.52
COc1cc(Cl)c(Cl)cc1O,-2.53
Fc1ccc(CCl)cc1,-2.54
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,-2.54
Cc1cc(Cl)ccc1OC(C)C(=O)[O-],-2.55
CC1=C(C(=O)Nc2ccccc2)CCCO1,-2.56
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.57
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,-2.58
O=C([O-])c1cccc(Cl)c1,-2.59
c1ccc(CN(CC2=[NH+]CCN2)c2ccccc2)cc1,-2.6
ClC(Cl)C(Cl)(Cl)Cl,-2.6
COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,-2.6
O=C([O-])Cn1c(=O)sc2cccc(Cl)c21,-2.61
Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)no1,-2.62
CCCCCCCOC(N)=O,-2.62
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-2.62
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,-2.63
CCC(=O)c1ccc(N)cc1,-2.63
C[NH+](C)CCN(Cc1ccccc1)c1ccccn1,-2.64
C[NH+](C)CCN(Cc1cccs1)c1ccccn1,-2.64
O=C([O-])Cc1cccc2ccccc12,-2.65
CC(C)N1C(=O)c2ccccc2[N-]S1(=O)=O,-2.68
c1cnc2c(c1)ccc1ncccc12,-2.68
CC(=O)Nc1ccc([N+](=O)[O-])cc1,-2.69
CC(Cl)C(C)(C)Cl,-2.69
CC(Cl)C(C)Cl,-2.7
Nc1ccc(-c2ccc(N)cc2)cc1,-2.7
[NH3+]CCCCCCCCCCC(=O)[O-],-2.7
CCCCCCC(=O)OCC,-2.71
CCOc1ccc(C(=O)OCC[NH+](CC)CC)cc1,-2.71
CCCCOC(=O)c1ccc(O)cc1,-2.72
O=C([O-])c1ccccc1I,-2.73
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,-2.73
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,-2.74
Nc1c(Cl)c(Cl)nc(C(=O)[O-])c1Cl,-2.75
C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,-2.76
Cc1cc(O)cc(C)c1Cl,-2.8
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,-2.81
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,-2.82
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-2.82
CC(=O)Nc1ccc(Cl)cc1,-2.84
[NH3+]C(Cc1cc(I)c(O)c(I)c1)C(=O)[O-],-2.86
Nc1cnn(-c2ccccc2)c(=O)c1Cl,-2.87
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89
Oc1cccc2c(O)cccc12,-2.92
NC(=O)c1ccccc1C(N)=O,-2.92
COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,-2.93
COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)nc(OC)n1,-2.96
CN(C)C(=O)C(c1ccccc1)c1ccccc1,-2.98
CCOC(=O)C=Cc1ccccc1,-3.0
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,-3.0
CN(C)C(=O)NC1CC2CC1C1CCCC21,-3.01
CC(C)Cc1ccc(C(C)C(=O)NO)cc1,-3.04
NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O,-3.05
C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccccc12,-3.07
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.11
FC(F)(Cl)C(F)(F)Cl,-3.12
C=CCOC(=O)c1ccccc1C(=O)OCC=C,-3.13
Fc1ccc(I)cc1,-3.13
BrC(Br)(Br)Br,-3.14
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CC[NH+]1C,-3.14
CC1=C(C(=O)Nc2ccccc2)SCCO1,-3.14
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15
O=C(Oc1ccccc1)c1ccccc1O,-3.15
CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-3.18
Clc1cccc(Br)c1,-3.21
O=C([O-])C(c1ccccc1)c1ccccc1,-3.22
IC=CI,-3.22
Nc1ccc(Cl)c(Cl)c1,-3.24
CC(=O)Nc1cc([N-]S(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24
CC(=O)Nc1ccc(I)cc1,-3.25
CCc1cccc(CC)c1N(COC)C(=O)CCl,-3.26
CCCCCOC(=O)c1ccc(N)cc1,-3.26
COC(=O)c1cc(Cl)cc(N)c1Cl,-3.26
CCCCC[NH2+]CCOC(=O)c1ccc(N)cc1,-3.27
O=C([O-])c1cccc(I)c1,-3.27
CNC(=O)Oc1cccc2ccccc12,-3.28
Cc1occc1C(=O)Nc1ccccc1,-3.3
O=C([O-])c1cc(I)cc(I)c1O,-3.31
O=C([O-])c1ccc(Cl)cc1,-3.31
O=C1CC2OCC=C3C[NH+]4CCC56c7ccccc7N1C5C2C3CC46,-3.32
N#Cc1cc(Br)c([O-])c(Br)c1,-3.33
CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,-3.35
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36
CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-3.37
CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21,-3.37
OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,-3.37
CCCCCCCC(=O)OC,-3.39
C=C(Cl)CSC(=S)N(CC)CC,-3.39
CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1,-3.39
C[NH+](C)CCC=C1c2ccccc2COc2ccccc21,-3.4
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,-3.43
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,-3.43
CCCCCCCCCC(=O)[O-],-3.44
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,-3.46
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48
CCCCOC(=O)c1ccccc1,-3.48
Brc1ccccc1Br,-3.5
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.52
O=[N+]([O-])c1cccc2ccccc12,-3.54
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57
CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,-3.59
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.59
Clc1ccc(Cl)c(Cl)c1,-3.59
O=C(Nc1ccccc1)c1ccccc1O,-3.59
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,-3.6
N#Cc1cc(I)c([O-])c(I)c1,-3.61
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61
Clc1ccc(Br)cc1,-3.63
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.64
CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-3.64
C[NH2+]CCCN1c2ccccc2CCc2ccccc21,-3.66
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67
O=C([O-])CCCOc1ccc(Cl)cc1Cl,-3.67
Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,-3.68
Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CCCCCC2)cc1,-3.68
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-3.69
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69
OCCN(CCO)c1ccccc1,-0.73
Nc1ccc(S(=O)(=O)[N-]c2cnccn2)cc1,-3.7
CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCc2cccs2)CC1,-3.71
CCCC[c-]1c(=O)n(-c2ccccc2)n(-c2ccc(O)cc2)c1=O,-3.73
O=NN(c1ccccc1)c1ccccc1,-3.75
COC(=O)C(Cl)Cc1ccc(Cl)cc1,-3.77
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,-3.81
COc1cc(Cc2c[nH+]c(N)nc2N)cc(OC)c1OC,-2.86
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0
CCNc1nc(NC(C)C)nc(SC)n1,-3.04
CCCCNC(=O)[N-]S(=O)(=O)c1ccccc1,-3.05
Clc1ccccc1Cl,-3.05
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,-3.42
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,-3.78
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1[O-],-3.79
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,-3.8
Nc1ccccc1Cl,-1.52
Cc1c[nH]c(=O)[nH]c1=O,-1.52
ClC(Cl)Br,-1.54
NS(=O)(=O)c1ccccc1,-1.56
[NH3+]C(Cc1ccc(O)c(O)c1)C(=O)[O-],-1.6
CC(=O)c1ccc(N)cc1,-1.61
COC(=O)[N-]S(=O)(=O)c1ccc(N)cc1,-1.66
COC(=O)c1ccccc1C(=O)OC,-1.66
O=C([O-])CNC(=O)c1ccccc1,-1.68
CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,-1.84
COC(=O)c1ccccc1,-1.85
ClCCCBr,-1.85
O=C([O-])c1ccccc1Cl,-1.89
CC(=O)Nc1ccccc1[N+](=O)[O-],-1.91
ClCC(Cl)CCl,-1.92
Nc1[nH+]cnc2c1ccn2C1OC(CO)C(O)C1O,-1.95
Cc1nc2ccccc2[nH]1,-1.96
ClC=C(Cl)Cl,-1.96
Fc1ccc(F)cc1,-1.97
NC(=[NH2+])NS(=O)(=O)c1ccc(N)cc1,-1.99
CCCCCC(=O)OC,-2.0
Fc1cccc(F)c1,-2.0
COc1cc(C(=O)[O-])ccc1O,-2.05
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.06
Cc1cccc2sc3nncn3c12,-2.07
BrCCCBr,-2.08
CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,-2.08
CCSCc1ccccc1OC(=O)NC,-2.09
COCCOc1c(OC)cc(Cc2c[nH+]c(N)nc2N)cc1OC,-2.1
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-2.11
CCCc1cc(=O)[nH]c(=S)[nH]1,-2.15
CC(Br)CBr,-2.15
c1ccc2[nH]ncc2c1,-2.16
[O-]c1cc(Cl)c(Cl)cc1Cl,-2.21
O=C1[N-]C(=O)C(O)(C2(O)C(=O)[N-]C(=O)NC2=O)C(=O)N1,-1.99
O=C(NC(=O)c1ccccc1)c1ccccc1,-2.27
Cc1cc(C)nc([N-]S(=O)(=O)c2ccc(N)cc2)n1,-2.27
O=C([O-])c1ccccc1-c1ccccc1C(=O)[O-],-2.28
O=C([O-])COc1ccc(Cl)cc1,-2.29
CCCCCC(=O)OCC,-2.31
Cc1ccccc1[N+](=O)[O-],-2.33
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36
CC(=O)[N-]c1nnc(S(N)(=O)=O)s1,-2.36
Nc1ccc([N+](=O)[O-])cc1,-2.37
Fc1cc(F)c(F)cc1F,-2.38
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,-2.4
Oc1cccc2cccnc12,-2.42
CCCCCCOC(C)=O,-2.46
Cc1ccc([N+](=O)[O-])cc1,-2.49
ClC(Cl)=C(Cl)Cl,-2.54
CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57
[NH3+]C(Cc1ccc(O)cc1)C(=O)[O-],-2.57
CCCCCCc1ccc(O)cc1O,-2.59
CC1(C)C(=O)N(Cl)C(=O)N1Cl,-2.6
Cc1ccc(C(=O)[O-])cc1,-2.6
O=C1NC(=O)c2ccccc21,-2.61
CCC1C[NH+]2CCC1CC2C(O)c1ccnc2ccccc12,-2.63
CCC1(C2=CC3CCC(C2)C3)C(=O)NC(=O)NC1=O,-2.64
CCC1(c2ccccc2)C(=O)NCNC1=O,-2.64
CCCOC(=O)c1ccccc1,-2.67
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,-2.68
CCC(Br)(CC)C(=O)NC(N)=O,-2.68
O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,-2.7
S=c1cnc2cncnc2[nH]1,-2.71
O=C([O-])c1ccc([N+](=O)[O-])cc1,-2.8
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,-2.82
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,-2.82
Cc1cc(Cl)ccc1[NH+]=CN(C)C,-2.86
CNc1ccccc1C(=O)[O-],-2.88
c1ccc(NNc2ccccc2)cc1,-2.92
O=C([O-])COc1cc(Cl)c(Cl)cc1Cl,-2.96
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-2.97
CCn1cc(C(=O)[O-])c(=O)c2cnc(N3CC[NH2+]CC3)nc21,-2.98
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,-2.99
CCCNC(=O)[N-]S(=O)(=O)c1ccc(Cl)cc1,-3.03
CC1=CC(=O)c2ccccc2C1=O,-3.03
FC(F)(Cl)C(F)(Cl)Cl,-3.04
Clc1cccc(Cl)c1,-3.04
CC(=O)Nc1ccc(Br)cc1,-3.08
O=C([O-])Cc1c(Cl)ccc(Cl)c1Cl,-3.08
Nc1cnn(-c2ccccc2)c(=O)c1Br,-3.12
CC(C)CCOC(=O)c1ccccc1O,-3.16
Clc1ccccc1Br,-3.19
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.21
O=C1NCCN1c1ncc([N+](=O)[O-])s1,-3.22
Clc1ccc(Cl)cc1,-3.27
CC(=O)CC[c-]1c(=O)n(-c2ccccc2)n(-c2ccccc2)c1=O,-3.27
C[NH+]1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,-3.28
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.29
CCCCCCCCOC(N)=O,-3.3
CCCCN(CC)C(=O)SCCC,-3.35
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-],-3.38
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38
CCCCCCCC(=O)OCC,-3.39
CCSC(=O)N(CC)C1CCCCC1,-3.4
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-3.46
Brc1cccc(Br)c1,-3.54
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.54
CCCCCCCCCCC(=O)[O-],-3.55
CC12CC(O)C3C(CCC4CC(O)CCC43C)C1CCC2=O,-3.59
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,-3.62
COc1c2occc2cc2ccc(=O)oc12,-3.66
CCOC(=O)C(c1c([O-])c2ccccc2oc1=O)c1c([O-])c2ccccc2oc1=O,-3.66
NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,-3.66
CCSC(=O)N(CC(C)C)CC(C)C,-3.68
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,-3.68
Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,-3.68
CCCCOc1cc(C(=O)NCC[NH+](CC)CC)c2ccccc2n1,-3.7
CC(C)(C)c1nnc([N-]S(=O)(=O)c2ccc(N)cc2)s1,-3.74
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,-3.75
Clc1cccc(C(Cl)(Cl)Cl)n1,-3.76
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,-3.8
CCCCCCCCC(=O)OCC,-3.8
CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1,-3.8
Cc1cc(S(=O)(=O)c2ccccc2)ccc1[N-]S(=O)(=O)C(F)(F)F,-3.8
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,-3.85
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-3.88
CN(C)C(=S)SSC(=S)N(C)C,-3.9
C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9
CN1c2ccccc2Sc2ccc(CC(=O)[O-])cc21,-3.94
CC(CCC(=O)[O-])C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,-3.95
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,-3.99
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,-4.0
Clc1cccc(Cl)c1Cl,-4.0
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,-4.04
Brc1ccc(Br)cc1,-4.07
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1
CCOP(=S)(OCC)SCSCC,-4.11
COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3,-4.11
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.13
O=C([O-])c1cccnc1Nc1cccc(C(F)(F)F)c1,-4.17
ClC(Cl)=CC(Cl)=C(Cl)Cl,-4.23
CC(CN1c2ccccc2Sc2ccccc21)[NH+](C)C,-4.26
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-4.28
[O-]c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-4.3
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,-4.31
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.32
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,-4.38
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,-4.43
CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],-4.47
Clc1cc(Cl)cc(Cl)c1,-4.48
C[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-4.52
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-4.53
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57
CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.58
O=c1oc(-c2ccccc2)nc2ccccc12,-4.61
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.63
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,-4.65
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.79
