SMILES,LogS
OC1=C(Br)C2=CC=CC=C2[NH+]=C1[C-]1C(=O)C2=CC=CC=C2C1=O,-4.867097266
O[Sn]([O-])=O,-5.616551128
[NH4+].[NH4+].[NH4+].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Rh+3],-0.56876707
[K+],1.228407286
[Br-],0.963501086
OP([O-])([O-])=O,-0.396643053
CC1=CC=C(C=C1S([O-])(=O)=O)S(=O)(=O)C1=CC(NC(=O)C(Br)=C)=CC=C1N=NC1=C(N)C=CC2=CC(=CC=C12)S([O-])(=O)=O,-1.894836231
BrCBr,-1.285894713
[O-][Se]([O-])=O,0.715388416
[O-][V](=O)=O,0.266461374
[Cl-].[Cl-].[Cl-].[La+3],0.365226597
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.[O-][W]([O-])(=O)=O.[O-][W]([O-])(=O)=O.[O-][W]([O-])(=O)=O,-0.472461116
COP(=O)(CCC(=O)NCO)OC,1.578490674
CI,-1.214583849
[Br-],1.908299785
CC(O)(P(O)([O-])=O)P([O-])([O-])=O,0.420460109
[O-][Mo]([O-])(=O)=O,-2.580479862
[O-]P=O,0.862674821
[O-]P=O,0.854635653
C(C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-0.718824561
[Br-],1.377544373
CC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-1.727128194
[V],-0.814424958
OC1=C2C(C=CC(N=C)=C2NNC2=CC=C(NC(=O)C(Br)=C)C=C2S([O-])(=O)=O)=CC(=C1)S([O-])(=O)=O,-1.947653209
[O-]P([O-])(F)=O,0.684400587
[Br-],0.755675434
[Cs+],0.411226108
[O-][Mo]([O-])(=O)=O,0.502020447
[Cl-].[Cl-].[Cl-].[Fe+3],0.602851797
[Cl-].[Cl-].[Ni++],0.694933378
OP([O-])([O-])=O,0.41039078
[O-]P(=O)=O,0.689301474
CC(C)OP([S-])(=S)OC(C)C,-0.552854708
[Sr],-1.113943352
S=[Sr],0.003660289
O.O.O.[Fe+3].[Fe+3],-3.726148307
[Cl-].[Cl-].[Co++],0.654418336
OP([O-])([O-])=O,0.628656443
NC1=C(C=C(NC2=CC=C(NC(=O)C(Br)=C)C=C2S([O-])(=O)=O)C2=C1C(=O)C1=CC=CC=C1C2=O)S([O-])(=O)=O,-1.061803892
[O-]P([O-])(=O)C[NH+](CCCCCC[NH+](CP([O-])([O-])=O)CP([O-])([O-])=O)CCCCCC[NH+](CP([O-])([O-])=O)CP([O-])([O-])=O,-0.087765578
[Cl-].[Cl-].[Pd++],-0.503697626
CCOP(=O)(OCC)OCC,0.438526523
NP(N)(=O)OC1=CC=CC=C1,-1.487653403
F[B-](F)(F)F,-1.367638869
O=BO[B-](=O)O[B-](=O)OB=O,-0.884641885
OB(O)O,-0.099255215
OB(O)O,-0.684341705
OB(O)O,-0.312059473
[Mg++].[Cl-].[Cl-],0.692207827
O=[V++].[O-]S([O-])(=O)=O,0.457118619
[Cl-].[Cl-].[Cd++],0.39671109
[O-]S(=O)(=O)CCBr,0.332748699
[Br-],1.297742994
[Cl-].[Cl-].[Zn++],0.501000636
OP([O-])([O-])=O.CCN(CC)C1=CC=C(C=CC2=[N+](C)C3=CC=CC=C3C2(C)C)C=C1,-1.000489568
CCCCOP([S-])(=O)OCCCC,-1.879697302
[K+],0.67777488
C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-0.018923033
[Mn],-4.159911756
NC1=C2N=CN(C3OC(COP([O-])([O-])=O)C(O)C3O)C2=NC=N1,-1.995302619
CC(C)Br,-1.598518701
[K+].[K+].CCCCCCCCCCCC(=O)NCC([O-])=O.CCCCCCCCCCCCCC(=O)NCC([O-])=O,-0.3429717
[NH3+]C(COP([O-])([O-])=O)C([O-])=O,-0.814940872
[Ba++],0.041892815
OCC(Br)(CO)[N+]([O-])=O,0.127130857
[Cu+],-4.204573041
[O-]P1(=O)OP([O-])(=O)OP([O-])(=O)O1,-0.062309467
O=[Se]=O,1.364774503
[Cs],0.255764198
O[B-](O)(F)F,-0.724347118
OB(O)O,-0.42018642
ClC1=CC=C(Br)C=C1Cl,-1.01149355
OP([O-])([O-])=O,0.14554717
O[Si]([O-])=O,0.235635255
OP([O-])([O-])=O,0.184256269
[Mo],-0.766472623
NC1=C2C(=O)C3=CC=CC=C3C(=O)C2=C(Br)C=C1S([O-])(=O)=O,-1.305537302
C[Si](C)C,-0.563427685
[Na+].[Na+].[Fe].NC1=CC=C(C=C1)[N+]([O-])=O.NC1=CC=CC(=C1)S([O-])(=O)=O.NC1=CC=C(NC2=CC=CC=C2)C(=C1)S([O-])(=O)=O.[O-]C1=CC(=O)C=CC1=NNC1=CC(=CC(=C1[O-])[N+]([O-])=O)[N+]([O-])=O,-2.526815423
CCOP([O-])(=O)CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,-2.46167357
CC1=NN(C(=O)C1N=NC1=CC(NC(=O)C(Br)=C)=CC=C1S([O-])(=O)=O)C1=CC(Cl)=C(C=C1Cl)S([O-])(=O)=O,-0.550169975
[Br-],1.32370627
O=[Si]=O,-0.856665127
[Zn++],-0.289761762
O.O.O.[As+3].[As+3],-1.045896296
CCCCOP([O-])(=O)OCCCC,-1.087251192
ClCBr,-0.889164102
OP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O,-0.395423212
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-]S(=O)(=O)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)N=NC1=CC=C(C=CC2=CC=C(C=C2S([O-])(=O)=O)N=NC2=CC=C(C=C2)N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(=C1)S([O-])(=O)=O.[O-]S(=O)(=O)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)N=NC1=CC=C(C=CC2=CC=C(C=C2S([O-])(=O)=O)N=NC2=CC=C(C=CC3=CC=C(C=C3S([O-])(=O)=O)N=NC3=CC=C(C=C3)N=NC3=CC=C(C=C3)S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)C(=C1)S([O-])(=O)=O,-1.231545685
[O-]P([O-])(=O)C1=CC=CC=C1,-1.026923058
[O-][V](=O)=O,-0.046573827
[La],0.947184106
NC1=CC=C2C=C(C=C([O-])C2=C1N=NC1=CC=C(NC(=O)C(Br)=C)C=C1S([O-])(=O)=O)S([O-])(=O)=O,-1.6785332
[Li+].O,0.662123436
[O-]C(=O)C1=CC(Br)=NN1C1=NC=CC=C1Cl,-1.448934642
OCC(CBr)(CBr)CBr,-2.226109519
CP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,-2.201708674
CCO[Si](OCC)(OCC)OCC,-2.145565545
[Li+].[F-],-1.290101588
[Li+].[Li+].[Li+].[F-].[F-].[F-].[F-].[F-].[F-].[Al+3],-2.167567043
FC(F)(F)C(Br)=C,-2.238585126
O=[Mo](=O)=O,-2.158172447
C[Si](C)(C)[NH2+][Si](C)(C)C,-2.210072377
CC(=O)OC1=CC=C(Br)C=C1,-2.416604157
[Cl-].[Cl-].[Pd++],-2.52573978
CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,-2.892356214
OP([O-])([O-])=O,0.264188022
CO[Si](CCCCCC[Si](OC)(OC)OC)(OC)OC,-2.792947984
BrC1=CC=CC=C1,-2.568561457
[F-].[F-].[F-].[F-].[F-].[F-].[Na+].[Na+].[Na+].[Al+3],-2.698845903
OP([O-])([O-])=O,-2.590925857
[Ca++].OP([O-])([O-])=O,-2.949026268
O=P12OB(O1)O2,-2.869075736
CCCCC(CC)COP([O-])(=O)OCC(CC)CCCC,-3.36230202
FC1=CC(Br)=CC(F)=C1F,-3.210297936
[Na+].[Na+].[Na+].[Na+].[Na+].CC(O)C([O-])=O.CCCCCCCCCC([O-])=O.CCCCCCCCCC([O-])=O.CCCCCCCCCCCC([O-])=O.CCCCCCCCCCCC([O-])=O.CCCCCCCCCC(=O)OC(C)C([O-])=O.CCCCCCCCCCCC(=O)OC(C)C([O-])=O,-4.085731667
CCC(C)Br,-3.111478098
[Ni],-3.022952972
OP([O-])([O-])=O,-3.261464491
[Na+].[Na+].[Cr+3].CC1=C(N=NC2=CC(=CC=C2O)S([O-])(=O)=O)C(=O)N([N-]1)C1=CC=CC=C1.OC1=C(N=NC2=CC(=CC=C2[O-])N=NC2=CC=CC=C2)C2=CC=CC=C2C=C1,-2.691606678
[SH-].[SH-].[Sn+4],-3.580841851
O.[Cu++].[Cu++].OP([O-])([O-])=O,-3.745054809
[O-]C(=O)C(CCBr)(C1=CC=CC=C1)C1=CC=CC=C1,-4.069491258
S=[Fe],-3.621828866
CO[Si](CC(C)C)(OC)C(C)C,-4.02430091
CC(CC(C)(C)C)CP([O-])(=O)CC(C)CC(C)(C)C,-4.366128471
O=[Ni],-4.519165649
O.O.O.[Cl-].[Cu++].[Cu++],-5.253985152
[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,-5.498714031
O=[Mn],-4.921453892
[Mn],-4.894774805
[F-].[F-].[F-].[La+3],-5.535398328
O=[Cu],-5.305116664
OP([O-])(=O)OP([O-])([O-])=O,-6.30760853
CCCCCCCCCCCCS[Sn](CCCC)(CCCC)SCCCCCCCCCCCC,-6.295424349
[Ta],-6.929174184
CCCC[P+](CCCC)(CCCC)CCCC,0.41483097
[Cl-].[Cl-].[Mn++],0.582641307
NC1=C2N=CN(C3OC(COP([O-])(=O)OP([O-])(=O)OP(O)([O-])=O)C(O)C3O)C2=NC=N1,0.016887962
CN(CC([O-])=O)C(N)=[NH+]P([O-])([O-])=O,0.312658284
[Ba++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,-0.905288847
[Br-],-0.376229243
OP([O-])([O-])=O,-1.345611894
CCCCOP([S-])(=S)OCCCC,-2.50838394
CCC(C)OP([S-])(=S)OC(C)CC,-2.42214317
[Ni][Ni][Ni]=S=S,-4.514309168
O=[Mn]=O,-6.161048404
[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O,0.399087129
[Cs+],0.674687201
